,dropped,model,best_score_f1
561,"['C7', 'C8']",dt,0.595888672764626
562,"['C7', 'C8']",gnbayes,0.6307781064266813
563,"['C7', 'C8']",comnbayes,0.6427119445240687
564,"['C7', 'C8']",svc,0.6140863011759257
565,"['C7', 'C9']",knn,0.5740243493996007
566,"['C7', 'C9']",dt,0.5939730134458918
567,"['C7', 'C9']",gnbayes,0.6327121302464181
568,"['C7', 'C9']",comnbayes,0.6375993788665637
569,"['C7', 'C9']",svc,0.6027115956354944
570,"['C7', 'C13']",knn,0.5705841241673151
571,"['C7', 'C13']",dt,0.591486817084364
572,"['C7', 'C13']",gnbayes,0.6319269702795652
573,"['C7', 'C13']",comnbayes,0.6401554398604422
574,"['C7', 'C13']",svc,0.6155880990680106
575,"['C7', 'C14']",knn,0.5480227960821734
576,"['C7', 'C14']",dt,0.6004287450146271
577,"['C7', 'C14']",gnbayes,0.6373261581867755
578,"['C7', 'C14']",comnbayes,0.6479301518337306
579,"['C7', 'C14']",svc,0.6090822887315552
580,"['C7', 'C16']",knn,0.552025148116896
581,"['C7', 'C16']",dt,0.5968615555708018
582,"['C7', 'C16']",gnbayes,0.626261503413039
583,"['C7', 'C16']",comnbayes,0.6454741008014101
584,"['C7', 'C16']",svc,0.60660256536128
585,"['C7', 'C18']",knn,0.5765050124086603
586,"['C7', 'C18']",dt,0.6044067844742331
587,"['C7', 'C18']",gnbayes,0.6329366102444872
588,"['C7', 'C18']",comnbayes,0.6435492980061439
589,"['C7', 'C18']",svc,0.6089643723769933
590,"['C7', 'C19']",knn,0.5738825119486709
591,"['C7', 'C19']",dt,0.6021239531041053
592,"['C7', 'C19']",gnbayes,0.625300102512954
593,"['C7', 'C19']",comnbayes,0.6389202082974792
594,"['C7', 'C19']",svc,0.6116812442954989
595,"['C7', 'C20']",knn,0.5637089524615394
596,"['C7', 'C20']",dt,0.5992254371732764
597,"['C7', 'C20']",gnbayes,0.6301143101907706
598,"['C7', 'C20']",comnbayes,0.6394409714487007
599,"['C7', 'C20']",svc,0.6279944165035951
600,"['C7', 'C21']",knn,0.558740132447426
601,"['C7', 'C21']",dt,0.5702480258757248
602,"['C7', 'C21']",gnbayes,0.6176467577734415
603,"['C7', 'C21']",comnbayes,0.6386957033178768
604,"['C7', 'C21']",svc,0.5974287275475865
605,"['C7', 'C22']",knn,0.5498737473692502
606,"['C7', 'C22']",dt,0.6066072899758971
607,"['C7', 'C22']",gnbayes,0.6279182467737919
608,"['C7', 'C22']",comnbayes,0.6422150435227767
609,"['C7', 'C22']",svc,0.6129246783243798
610,"['C7', 'C23']",knn,0.5735865463748202
611,"['C7', 'C23']",dt,0.5957993700188319
612,"['C7', 'C23']",gnbayes,0.6296251040502444
613,"['C7', 'C23']",comnbayes,0.642943752320746
614,"['C7', 'C23']",svc,0.6270611742194493
615,"['C7', 'C24']",knn,0.5640896419002173
616,"['C7', 'C24']",dt,0.5959881594449958
617,"['C7', 'C24']",gnbayes,0.6372328838870536
618,"['C7', 'C24']",comnbayes,0.6393315369606265
619,"['C7', 'C24']",svc,0.6167162392947486
620,"['C7', 'C27']",knn,0.5635046099313981
621,"['C7', 'C27']",dt,0.5901774044935506
622,"['C7', 'C27']",gnbayes,0.6273710781648072
623,"['C7', 'C27']",comnbayes,0.6467114286418094
624,"['C7', 'C27']",svc,0.6267917702665465
625,"['C7', 'C28']",knn,0.5574476059894279
626,"['C7', 'C28']",dt,0.5816714012380979
627,"['C7', 'C28']",gnbayes,0.6325232323964664
628,"['C7', 'C28']",comnbayes,0.6411594543601623
629,"['C7', 'C28']",svc,0.6387963164446028
630,"['C7', 'C29']",knn,0.5699964731856665
631,"['C7', 'C29']",dt,0.5983446943369869
632,"['C7', 'C29']",gnbayes,0.6298514346103374
633,"['C7', 'C29']",comnbayes,0.6424265740771183
634,"['C7', 'C29']",svc,0.6111993574549076
635,"['C8', 'C9']",knn,0.6084106733539743
636,"['C8', 'C9']",dt,0.6279062429724822
637,"['C8', 'C9']",gnbayes,0.6737324505826947
638,"['C8', 'C9']",comnbayes,0.6812068202831786
639,"['C8', 'C9']",svc,0.6702258321029948
640,"['C8', 'C13']",knn,0.6123193000056542
641,"['C8', 'C13']",dt,0.6202068268675233
642,"['C8', 'C13']",gnbayes,0.6787680285390928
643,"['C8', 'C13']",comnbayes,0.689639517463881
644,"['C8', 'C13']",svc,0.6812002847078344
645,"['C8', 'C14']",knn,0.5920665821175662
646,"['C8', 'C14']",dt,0.6347058660051732
647,"['C8', 'C14']",gnbayes,0.6810261146825655
648,"['C8', 'C14']",comnbayes,0.6894054735087826
649,"['C8', 'C14']",svc,0.6637317452389958
650,"['C8', 'C16']",knn,0.6337574411940279
651,"['C8', 'C16']",dt,0.6353818151642213
652,"['C8', 'C16']",gnbayes,0.6770236129363917
653,"['C8', 'C16']",comnbayes,0.6877876704609773
654,"['C8', 'C16']",svc,0.6752275484155366
655,"['C8', 'C18']",knn,0.61228522066079
656,"['C8', 'C18']",dt,0.6330838431592196
657,"['C8', 'C18']",gnbayes,0.6810570745796923
658,"['C8', 'C18']",comnbayes,0.6866205257937147
659,"['C8', 'C18']",svc,0.6768636384392156
660,"['C8', 'C19']",knn,0.5887833215046563
661,"['C8', 'C19']",dt,0.6382485601557024
662,"['C8', 'C19']",gnbayes,0.6785725796221989
663,"['C8', 'C19']",comnbayes,0.6941217407818744
664,"['C8', 'C19']",svc,0.671272071751525
665,"['C8', 'C20']",knn,0.6237375476333253
666,"['C8', 'C20']",dt,0.6403804876105698
667,"['C8', 'C20']",gnbayes,0.6754429924590896
668,"['C8', 'C20']",comnbayes,0.6878651121649331
669,"['C8', 'C20']",svc,0.6709831331314728
670,"['C8', 'C21']",knn,0.6115121107640185
671,"['C8', 'C21']",dt,0.6379792873510052
672,"['C8', 'C21']",gnbayes,0.6827242468938827
673,"['C8', 'C21']",comnbayes,0.6822163819661764
674,"['C8', 'C21']",svc,0.6798446292728447
675,"['C8', 'C22']",knn,0.5988343773679772
676,"['C8', 'C22']",dt,0.6265106899839965
677,"['C8', 'C22']",gnbayes,0.6814261288116408
678,"['C8', 'C22']",comnbayes,0.6841807803249081
679,"['C8', 'C22']",svc,0.6855724695274765
680,"['C8', 'C23']",knn,0.6075591631410726
681,"['C8', 'C23']",dt,0.6332021073990248
682,"['C8', 'C23']",gnbayes,0.6901738440915313
683,"['C8', 'C23']",comnbayes,0.6838881747566847
684,"['C8', 'C23']",svc,0.6950043307832228
685,"['C8', 'C24']",knn,0.6170129510915976
686,"['C8', 'C24']",dt,0.639900863377959
687,"['C8', 'C24']",gnbayes,0.691497587147963
688,"['C8', 'C24']",comnbayes,0.6911471400968836
689,"['C8', 'C24']",svc,0.6709175725396725
690,"['C8', 'C27']",knn,0.6048721298746065
691,"['C8', 'C27']",dt,0.6359826795848337
692,"['C8', 'C27']",gnbayes,0.678287922965406
693,"['C8', 'C27']",comnbayes,0.6872104134160837
694,"['C8', 'C27']",svc,0.6811379734878772
695,"['C8', 'C28']",knn,0.5958052271198
696,"['C8', 'C28']",dt,0.6319863944983795
697,"['C8', 'C28']",gnbayes,0.6826697449655861
698,"['C8', 'C28']",comnbayes,0.690431569770155
699,"['C8', 'C28']",svc,0.6737028297770236
700,"['C8', 'C29']",knn,0.6100068949306231
701,"['C8', 'C29']",dt,0.6346674072812414
702,"['C8', 'C29']",gnbayes,0.6789922922301821
703,"['C8', 'C29']",comnbayes,0.6863711690004337
704,"['C8', 'C29']",svc,0.6908757257316955
705,"['C9', 'C13']",knn,0.6135419444297133
706,"['C9', 'C13']",dt,0.6380639736082265
707,"['C9', 'C13']",gnbayes,0.6795065061571658
708,"['C9', 'C13']",comnbayes,0.6804045309210285
709,"['C9', 'C13']",svc,0.6589781563232996
710,"['C9', 'C14']",knn,0.6000172063572522
711,"['C9', 'C14']",dt,0.6409479005042615
712,"['C9', 'C14']",gnbayes,0.6805067652937733
713,"['C9', 'C14']",comnbayes,0.6909081875241521
714,"['C9', 'C14']",svc,0.6608707395663459
715,"['C9', 'C16']",knn,0.6001756598670994
716,"['C9', 'C16']",dt,0.6426976546540637
717,"['C9', 'C16']",gnbayes,0.6870566827538933
718,"['C9', 'C16']",comnbayes,0.6855912705408685
719,"['C9', 'C16']",svc,0.6771867940722865
720,"['C9', 'C18']",knn,0.6038258126677549
721,"['C9', 'C18']",dt,0.6451989201621793
722,"['C9', 'C18']",gnbayes,0.6776319991365907
723,"['C9', 'C18']",comnbayes,0.6842029969044571
724,"['C9', 'C18']",svc,0.6784891709831598
725,"['C9', 'C19']",knn,0.5994846969552561
726,"['C9', 'C19']",dt,0.6402843772983307
727,"['C9', 'C19']",gnbayes,0.6732515517650421
728,"['C9', 'C19']",comnbayes,0.6961024589631506
729,"['C9', 'C19']",svc,0.6725229457754454
730,"['C9', 'C20']",knn,0.6172831859927562
731,"['C9', 'C20']",dt,0.6334505048714885
732,"['C9', 'C20']",gnbayes,0.6909612304423736
733,"['C9', 'C20']",comnbayes,0.6896547070082841
734,"['C9', 'C20']",svc,0.6829744276044851
735,"['C9', 'C21']",knn,0.5914914795622555
736,"['C9', 'C21']",dt,0.6243654074238841
737,"['C9', 'C21']",gnbayes,0.683628019327545
738,"['C9', 'C21']",comnbayes,0.6714508358585436
739,"['C9', 'C21']",svc,0.6628596207597062
740,"['C9', 'C22']",knn,0.5976103888991217
741,"['C9', 'C22']",dt,0.6444779395322048
742,"['C9', 'C22']",gnbayes,0.684136670503442
743,"['C9', 'C22']",comnbayes,0.6903588827659017
744,"['C9', 'C22']",svc,0.6771543291078003
745,"['C9', 'C23']",knn,0.6059362352613855
746,"['C9', 'C23']",dt,0.6617392131901645
747,"['C9', 'C23']",gnbayes,0.6820371111141592
748,"['C9', 'C23']",comnbayes,0.6922915722286451
749,"['C9', 'C23']",svc,0.6926775650290805
750,"['C9', 'C24']",knn,0.6123616019388075
751,"['C9', 'C24']",dt,0.6464921582748558
752,"['C9', 'C24']",gnbayes,0.6762666877798503
753,"['C9', 'C24']",comnbayes,0.6909912163430512
754,"['C9', 'C24']",svc,0.6689181006883362
755,"['C9', 'C27']",knn,0.6127318877244078
756,"['C9', 'C27']",dt,0.6350997609647224
757,"['C9', 'C27']",gnbayes,0.676833090836227
758,"['C9', 'C27']",comnbayes,0.6891707559574612
759,"['C9', 'C27']",svc,0.6862791595971378
760,"['C9', 'C28']",knn,0.6147262611135084
761,"['C9', 'C28']",dt,0.6442253585417094
762,"['C9', 'C28']",gnbayes,0.686246975964947
763,"['C9', 'C28']",comnbayes,0.6833655002074821
764,"['C9', 'C28']",svc,0.6800490751901587
765,"['C9', 'C29']",knn,0.6098792659302366
766,"['C9', 'C29']",dt,0.6399771299691567
767,"['C9', 'C29']",gnbayes,0.6841623303369294
768,"['C9', 'C29']",comnbayes,0.6898437033019931
769,"['C9', 'C29']",svc,0.6745535820504419
770,"['C13', 'C14']",knn,0.6182975485238354
771,"['C13', 'C14']",dt,0.653691681488943
772,"['C13', 'C14']",gnbayes,0.6888725737961259
773,"['C13', 'C14']",comnbayes,0.6884635653704191
774,"['C13', 'C14']",svc,0.6634591328834167
775,"['C13', 'C16']",knn,0.6254516375193553
776,"['C13', 'C16']",dt,0.6481965681858901
777,"['C13', 'C16']",gnbayes,0.6959722695075335
778,"['C13', 'C16']",comnbayes,0.6842240163331752
779,"['C13', 'C16']",svc,0.667776120533617
780,"['C13', 'C18']",knn,0.6217388460569873
781,"['C13', 'C18']",dt,0.651519492855971
782,"['C13', 'C18']",gnbayes,0.6866423063673525
783,"['C13', 'C18']",comnbayes,0.6850394174775885
784,"['C13', 'C18']",svc,0.6662516897699808
785,"['C13', 'C19']",knn,0.6018346746873867
786,"['C13', 'C19']",dt,0.6536290491905852
787,"['C13', 'C19']",gnbayes,0.6813843190562648
788,"['C13', 'C19']",comnbayes,0.6893904815332829
789,"['C13', 'C19']",svc,0.6738615467325875
790,"['C13', 'C20']",knn,0.6217611534782927
791,"['C13', 'C20']",dt,0.6397598309897605
792,"['C13', 'C20']",gnbayes,0.6908201836784643
793,"['C13', 'C20']",comnbayes,0.6853825158062323
794,"['C13', 'C20']",svc,0.6772480258325646
795,"['C13', 'C21']",knn,0.6151235709669205
796,"['C13', 'C21']",dt,0.6325226986439316
797,"['C13', 'C21']",gnbayes,0.6724045206480216
798,"['C13', 'C21']",comnbayes,0.6789545132741236
799,"['C13', 'C21']",svc,0.6703230695504472
800,"['C13', 'C22']",knn,0.6172732488683621
801,"['C13', 'C22']",dt,0.6496547912082347
802,"['C13', 'C22']",gnbayes,0.689119396527694
803,"['C13', 'C22']",comnbayes,0.6820022600956552
804,"['C13', 'C22']",svc,0.6695946960601614
805,"['C13', 'C23']",knn,0.6272750760872944
806,"['C13', 'C23']",dt,0.6468218975768887
807,"['C13', 'C23']",gnbayes,0.6841318957955439
808,"['C13', 'C23']",comnbayes,0.6908018407540484
809,"['C13', 'C23']",svc,0.6819578607929404
810,"['C13', 'C24']",knn,0.6229659948618522
811,"['C13', 'C24']",dt,0.6507182115738314
812,"['C13', 'C24']",gnbayes,0.6842672997524885
813,"['C13', 'C24']",comnbayes,0.6923540750717349
814,"['C13', 'C24']",svc,0.6721814437449765
815,"['C13', 'C27']",knn,0.6278112789463617
816,"['C13', 'C27']",dt,0.6471468042554265
817,"['C13', 'C27']",gnbayes,0.6864951191321101
818,"['C13', 'C27']",comnbayes,0.6859618531052709
819,"['C13', 'C27']",svc,0.6845232110853259
820,"['C13', 'C28']",knn,0.594113066320667
821,"['C13', 'C28']",dt,0.645732455818934
822,"['C13', 'C28']",gnbayes,0.6836436053112129
823,"['C13', 'C28']",comnbayes,0.6851485157052382
824,"['C13', 'C28']",svc,0.6768494607243362
825,"['C13', 'C29']",knn,0.612111287700276
826,"['C13', 'C29']",dt,0.6496547912082347
827,"['C13', 'C29']",gnbayes,0.6918739914354506
828,"['C13', 'C29']",comnbayes,0.6847718983929457
829,"['C13', 'C29']",svc,0.671554854587803
830,"['C14', 'C16']",knn,0.5936215983290085
831,"['C14', 'C16']",dt,0.6596359381421812
832,"['C14', 'C16']",gnbayes,0.6887919696869808
833,"['C14', 'C16']",comnbayes,0.6876172229104781
834,"['C14', 'C16']",svc,0.6721288314315647
835,"['C14', 'C18']",knn,0.6067601023551841
836,"['C14', 'C18']",dt,0.6630712853475325
837,"['C14', 'C18']",gnbayes,0.6911678486583165
838,"['C14', 'C18']",comnbayes,0.6887305349354016
839,"['C14', 'C18']",svc,0.6724237126727454
840,"['C14', 'C19']",knn,0.5813436632539608
841,"['C14', 'C19']",dt,0.6662283220225986
842,"['C14', 'C19']",gnbayes,0.6854649724404943
843,"['C14', 'C19']",comnbayes,0.691434962442076
844,"['C14', 'C19']",svc,0.6772478485348661
845,"['C14', 'C20']",knn,0.613710193088479
846,"['C14', 'C20']",dt,0.6491490092842214
847,"['C14', 'C20']",gnbayes,0.6862999011559839
848,"['C14', 'C20']",comnbayes,0.6903477962738469
849,"['C14', 'C20']",svc,0.6751859098283484
850,"['C14', 'C21']",knn,0.5998987342794279
851,"['C14', 'C21']",dt,0.62939328986644
852,"['C14', 'C21']",gnbayes,0.697138509605358
853,"['C14', 'C21']",comnbayes,0.6803521401975378
854,"['C14', 'C21']",svc,0.6678485672716964
855,"['C14', 'C22']",knn,0.611963806182387
856,"['C14', 'C22']",dt,0.6610941611645258
857,"['C14', 'C22']",gnbayes,0.6821036239047414
858,"['C14', 'C22']",comnbayes,0.6911612581856822
859,"['C14', 'C22']",svc,0.6842165033928012
860,"['C14', 'C23']",knn,0.6095747151821594
861,"['C14', 'C23']",dt,0.6596186938963805
862,"['C14', 'C23']",gnbayes,0.691805938841634
863,"['C14', 'C23']",comnbayes,0.694020912108429
864,"['C14', 'C23']",svc,0.6937871903269307
865,"['C14', 'C24']",knn,0.6043226952504968
866,"['C14', 'C24']",dt,0.6554626989386122
867,"['C14', 'C24']",gnbayes,0.6895617073786711
868,"['C14', 'C24']",comnbayes,0.6950963520701319
869,"['C14', 'C24']",svc,0.663300259901878
870,"['C14', 'C27']",knn,0.6330103629227662
871,"['C14', 'C27']",dt,0.6344369791839868
872,"['C14', 'C27']",gnbayes,0.6867219706823022
873,"['C14', 'C27']",comnbayes,0.6931239644468452
874,"['C14', 'C27']",svc,0.7047078084117566
875,"['C14', 'C28']",knn,0.5927092187781782
876,"['C14', 'C28']",dt,0.6590440498281903
877,"['C14', 'C28']",gnbayes,0.6842372017762438
878,"['C14', 'C28']",comnbayes,0.6954669997806526
879,"['C14', 'C28']",svc,0.6808997565210712
880,"['C14', 'C29']",knn,0.6000970825336913
881,"['C14', 'C29']",dt,0.6610941611645258
882,"['C14', 'C29']",gnbayes,0.6883990325228825
883,"['C14', 'C29']",comnbayes,0.6907448195592386
884,"['C14', 'C29']",svc,0.6747383871476789
885,"['C16', 'C18']",knn,0.618019411114666
886,"['C16', 'C18']",dt,0.6576101674529045
887,"['C16', 'C18']",gnbayes,0.6883204961772014
888,"['C16', 'C18']",comnbayes,0.6830145171326114
889,"['C16', 'C18']",svc,0.6741541448172534
890,"['C16', 'C19']",knn,0.6024605661854212
891,"['C16', 'C19']",dt,0.6598267425846547
892,"['C16', 'C19']",gnbayes,0.6790795026319979
893,"['C16', 'C19']",comnbayes,0.6960891097480036
894,"['C16', 'C19']",svc,0.6781291663301375
895,"['C16', 'C20']",knn,0.6248467547070904
896,"['C16', 'C20']",dt,0.6474438681235021
897,"['C16', 'C20']",gnbayes,0.6833895388242786
898,"['C16', 'C20']",comnbayes,0.6896096374724211
899,"['C16', 'C20']",svc,0.6862224378570335
900,"['C16', 'C21']",knn,0.6105859357056049
901,"['C16', 'C21']",dt,0.6421547820300219
902,"['C16', 'C21']",gnbayes,0.6884855235347137
903,"['C16', 'C21']",comnbayes,0.6744722720725008
904,"['C16', 'C21']",svc,0.6730133935815121
905,"['C16', 'C22']",knn,0.6198380865730762
906,"['C16', 'C22']",dt,0.6557454658051681
907,"['C16', 'C22']",gnbayes,0.6834038659623929
908,"['C16', 'C22']",comnbayes,0.6864180015588406
909,"['C16', 'C22']",svc,0.6818375356415713
910,"['C16', 'C23']",knn,0.6137574915321224
911,"['C16', 'C23']",dt,0.6594796378453498
912,"['C16', 'C23']",gnbayes,0.6979685366134687
913,"['C16', 'C23']",comnbayes,0.6836551278768225
914,"['C16', 'C23']",svc,0.6928758300383036
915,"['C16', 'C24']",knn,0.6221560723540641
916,"['C16', 'C24']",dt,0.6561880101446295
917,"['C16', 'C24']",gnbayes,0.6923994878061451
918,"['C16', 'C24']",comnbayes,0.6929305442704063
919,"['C16', 'C24']",svc,0.6834237275838347
920,"['C16', 'C27']",knn,0.6154019147915342
921,"['C16', 'C27']",dt,0.6428325632088326
922,"['C16', 'C27']",gnbayes,0.6850106471537278
923,"['C16', 'C27']",comnbayes,0.6855202338257295
924,"['C16', 'C27']",svc,0.6980214685151542
925,"['C16', 'C28']",knn,0.6047942735819563
926,"['C16', 'C28']",dt,0.6518231304158675
927,"['C16', 'C28']",gnbayes,0.6826358094871956
928,"['C16', 'C28']",comnbayes,0.688548360071938
929,"['C16', 'C28']",svc,0.6767192722149744
930,"['C16', 'C29']",knn,0.6173274365867398
931,"['C16', 'C29']",dt,0.6557454658051681
932,"['C16', 'C29']",gnbayes,0.6826985777717031
933,"['C16', 'C29']",comnbayes,0.6827231391419617
934,"['C16', 'C29']",svc,0.6858855047767132
935,"['C18', 'C19']",knn,0.5940064940113938
936,"['C18', 'C19']",dt,0.6631496672547356
937,"['C18', 'C19']",gnbayes,0.6816445354588531
938,"['C18', 'C19']",comnbayes,0.6947586921076085
939,"['C18', 'C19']",svc,0.6680815650125289
940,"['C18', 'C20']",knn,0.6214737414565089
941,"['C18', 'C20']",dt,0.6536035759679926
942,"['C18', 'C20']",gnbayes,0.6777419461602092
943,"['C18', 'C20']",comnbayes,0.6844741903503694
944,"['C18', 'C20']",svc,0.6742842185379039
945,"['C18', 'C21']",knn,0.593424896222368
946,"['C18', 'C21']",dt,0.6394457089822708
947,"['C18', 'C21']",gnbayes,0.6931732226215331
948,"['C18', 'C21']",comnbayes,0.6748944821152908
949,"['C18', 'C21']",svc,0.6677700319571956
950,"['C18', 'C22']",knn,0.6111225126076086
951,"['C18', 'C22']",dt,0.6590683904752491
952,"['C18', 'C22']",gnbayes,0.6783704444534252
953,"['C18', 'C22']",comnbayes,0.6845473957708508
954,"['C18', 'C22']",svc,0.6774897273458886
955,"['C18', 'C23']",knn,0.6146651628524915
956,"['C18', 'C23']",dt,0.6561570035623159
957,"['C18', 'C23']",gnbayes,0.6966388572870763
958,"['C18', 'C23']",comnbayes,0.685404596583051
959,"['C18', 'C23']",svc,0.6858288297192541
960,"['C18', 'C24']",knn,0.6040908960692158
961,"['C18', 'C24']",dt,0.6595109348147103
962,"['C18', 'C24']",gnbayes,0.6888152118415662
963,"['C18', 'C24']",comnbayes,0.6944127285897621
964,"['C18', 'C24']",svc,0.6753238140655972
965,"['C18', 'C27']",knn,0.613583952235605
966,"['C18', 'C27']",dt,0.6428325632088326
967,"['C18', 'C27']",gnbayes,0.6859288071204686
968,"['C18', 'C27']",comnbayes,0.6819358991279473
969,"['C18', 'C27']",svc,0.7002974310669431
970,"['C18', 'C28']",knn,0.6056366608877531
971,"['C18', 'C28']",dt,0.653281353438212
972,"['C18', 'C28']",gnbayes,0.6838188360464914
973,"['C18', 'C28']",comnbayes,0.6924872990310811
974,"['C18', 'C28']",svc,0.6765691365496244
975,"['C18', 'C29']",knn,0.6226658711150148
976,"['C18', 'C29']",dt,0.6590683904752491
977,"['C18', 'C29']",gnbayes,0.6810739250190809
978,"['C18', 'C29']",comnbayes,0.6900223865724378
979,"['C18', 'C29']",svc,0.6767234943592901
980,"['C19', 'C20']",knn,0.6011165791450008
981,"['C19', 'C20']",dt,0.6536524854832705
982,"['C19', 'C20']",gnbayes,0.6846384183323023
983,"['C19', 'C20']",comnbayes,0.6943621471836173
984,"['C19', 'C20']",svc,0.6860382391442774
985,"['C19', 'C21']",knn,0.5788223565374592
986,"['C19', 'C21']",dt,0.6316962070791537
987,"['C19', 'C21']",gnbayes,0.6701196136106407
988,"['C19', 'C21']",comnbayes,0.6932456995586594
989,"['C19', 'C21']",svc,0.6703993789589999
990,"['C19', 'C22']",knn,0.5798294572997789
991,"['C19', 'C22']",dt,0.6612849656069992
992,"['C19', 'C22']",gnbayes,0.6809250222713302
993,"['C19', 'C22']",comnbayes,0.6991669179081272
994,"['C19', 'C22']",svc,0.6798137864032944
995,"['C19', 'C23']",knn,0.6027647740339744
996,"['C19', 'C23']",dt,0.658373578694066
997,"['C19', 'C23']",gnbayes,0.6979397007206642
998,"['C19', 'C23']",comnbayes,0.7017798204351953
999,"['C19', 'C23']",svc,0.6920222733425383
1000,"['C19', 'C24']",knn,0.6144462852526497
1001,"['C19', 'C24']",dt,0.6586440109181104
1002,"['C19', 'C24']",gnbayes,0.6862118065980141
1003,"['C19', 'C24']",comnbayes,0.6953814921323435
1004,"['C19', 'C24']",svc,0.6747618966743396
1005,"['C19', 'C27']",knn,0.6024323274528182
1006,"['C19', 'C27']",dt,0.6416741069883725
1007,"['C19', 'C27']",gnbayes,0.6792032582705587
1008,"['C19', 'C27']",comnbayes,0.6982071291776639
1009,"['C19', 'C27']",svc,0.6874787277788033
1010,"['C19', 'C28']",knn,0.5842759885576537
1011,"['C19', 'C28']",dt,0.6573626302176986
1012,"['C19', 'C28']",gnbayes,0.6801975672276492
1013,"['C19', 'C28']",comnbayes,0.6963632341577197
1014,"['C19', 'C28']",svc,0.6861162845156198
1015,"['C19', 'C29']",knn,0.5938539433291077
1016,"['C19', 'C29']",dt,0.6612849656069992
1017,"['C19', 'C29']",gnbayes,0.6818087781858776
1018,"['C19', 'C29']",comnbayes,0.6942694125021639
1019,"['C19', 'C29']",svc,0.6831556240361802
1020,"['C20', 'C21']",knn,0.5932912560610557
1021,"['C20', 'C21']",dt,0.6525318648678007
1022,"['C20', 'C21']",gnbayes,0.6820787689904648
1023,"['C20', 'C21']",comnbayes,0.680718033357909
1024,"['C20', 'C21']",svc,0.6772679245718594
1025,"['C20', 'C22']",knn,0.6097840023127785
1026,"['C20', 'C22']",dt,0.6484032405498398
1027,"['C20', 'C22']",gnbayes,0.6868977502088749
1028,"['C20', 'C22']",comnbayes,0.6864462491310311
1029,"['C20', 'C22']",svc,0.6835961525182108
1030,"['C20', 'C23']",knn,0.5946759115864582
1031,"['C20', 'C23']",dt,0.6498395067380722
1032,"['C20', 'C23']",gnbayes,0.701176425291566
1033,"['C20', 'C23']",comnbayes,0.6886590505112187
1034,"['C20', 'C23']",svc,0.7006173374897529
1035,"['C20', 'C24']",knn,0.6095641656713043
1036,"['C20', 'C24']",dt,0.6616074057060155
1037,"['C20', 'C24']",gnbayes,0.6936647530760987
1038,"['C20', 'C24']",comnbayes,0.6935380239452664
1039,"['C20', 'C24']",svc,0.6661646535715613
1040,"['C20', 'C27']",knn,0.633750528548797
1041,"['C20', 'C27']",dt,0.6351682696109
1042,"['C20', 'C27']",gnbayes,0.6785912881412349
1043,"['C20', 'C27']",comnbayes,0.6875578203292169
1044,"['C20', 'C27']",svc,0.6940240706168177
1045,"['C20', 'C28']",knn,0.6097509139930205
1046,"['C20', 'C28']",dt,0.6456647203128548
1047,"['C20', 'C28']",gnbayes,0.6820943957088447
1048,"['C20', 'C28']",comnbayes,0.689460205914781
1049,"['C20', 'C28']",svc,0.6882285947377166
1050,"['C20', 'C29']",knn,0.6322337600982516
1051,"['C20', 'C29']",dt,0.6484032405498398
1052,"['C20', 'C29']",gnbayes,0.6861018932092207
1053,"['C20', 'C29']",comnbayes,0.6877378501409224
1054,"['C20', 'C29']",svc,0.6872788375307981
1055,"['C21', 'C22']",knn,0.6171674447560961
1056,"['C21', 'C22']",dt,0.6388584217091446
1057,"['C21', 'C22']",gnbayes,0.683804746469065
1058,"['C21', 'C22']",comnbayes,0.6792415718836626
1059,"['C21', 'C22']",svc,0.6622489907148703
1060,"['C21', 'C23']",knn,0.5775043663992988
1061,"['C21', 'C23']",dt,0.6307417818953563
1062,"['C21', 'C23']",gnbayes,0.6787679612356966
1063,"['C21', 'C23']",comnbayes,0.6769026175920214
1064,"['C21', 'C23']",svc,0.6706758568678179
1065,"['C21', 'C24']",knn,0.5986924938800882
1066,"['C21', 'C24']",dt,0.6344104701448703
1067,"['C21', 'C24']",gnbayes,0.6796597551253275
1068,"['C21', 'C24']",comnbayes,0.6803156992147137
1069,"['C21', 'C24']",svc,0.6686608512273587
1070,"['C21', 'C27']",knn,0.5904687630037674
1071,"['C21', 'C27']",dt,0.6349025482337542
1072,"['C21', 'C27']",gnbayes,0.6802280639443079
1073,"['C21', 'C27']",comnbayes,0.6758214160583815
1074,"['C21', 'C27']",svc,0.675944949254436
1075,"['C21', 'C28']",knn,0.591379274664954
1076,"['C21', 'C28']",dt,0.6379700033647382
1077,"['C21', 'C28']",gnbayes,0.68590737142736
1078,"['C21', 'C28']",comnbayes,0.6804208890576694
1079,"['C21', 'C28']",svc,0.67403287447261
1080,"['C21', 'C29']",knn,0.6002669666759145
1081,"['C21', 'C29']",dt,0.6384749528963053
1082,"['C21', 'C29']",gnbayes,0.6883671519312397
1083,"['C21', 'C29']",comnbayes,0.675892076757596
1084,"['C21', 'C29']",svc,0.6688202211593542
1085,"['C22', 'C23']",knn,0.6159272106012775
1086,"['C22', 'C23']",dt,0.6577982680687736
1087,"['C22', 'C23']",gnbayes,0.698957069570316
1088,"['C22', 'C23']",comnbayes,0.6870385035762702
1089,"['C22', 'C23']",svc,0.7043217189302835
1090,"['C22', 'C24']",knn,0.6304788565786679
1091,"['C22', 'C24']",dt,0.6576462331669741
1092,"['C22', 'C24']",gnbayes,0.6944884114812945
