,dropped,model,best_score_f1
336,"['C23', 'C24', 'C19', 'C29']",dt,0.6557326240051771
337,"['C23', 'C24', 'C19', 'C29']",gnbayes,0.6994247949002734
338,"['C23', 'C24', 'C19', 'C29']",comnbayes,0.6981929386889286
339,"['C23', 'C24', 'C19', 'C29']",svc,0.7053588365103524
340,"['C23', 'C24', 'C19', 'C28']",knn,0.6060603481069613
341,"['C23', 'C24', 'C19', 'C28']",dt,0.6598238859328011
342,"['C23', 'C24', 'C19', 'C28']",gnbayes,0.6944901053058958
343,"['C23', 'C24', 'C19', 'C28']",comnbayes,0.6975539555479245
344,"['C23', 'C24', 'C19', 'C28']",svc,0.6931377396707501
345,"['C23', 'C24', 'C14', 'C27']",knn,0.6091363181697068
346,"['C23', 'C24', 'C14', 'C27']",dt,0.6422323210227576
347,"['C23', 'C24', 'C14', 'C27']",gnbayes,0.6920088737644795
348,"['C23', 'C24', 'C14', 'C27']",comnbayes,0.6948820081173329
349,"['C23', 'C24', 'C14', 'C27']",svc,0.6786956379508323
350,"['C23', 'C24', 'C14', 'C29']",knn,0.6066297932928021
351,"['C23', 'C24', 'C14', 'C29']",dt,0.6551087554435757
352,"['C23', 'C24', 'C14', 'C29']",gnbayes,0.6969236244427037
353,"['C23', 'C24', 'C14', 'C29']",comnbayes,0.6980707784613094
354,"['C23', 'C24', 'C14', 'C29']",svc,0.679985563276051
355,"['C23', 'C24', 'C14', 'C28']",knn,0.5997163569494932
356,"['C23', 'C24', 'C14', 'C28']",dt,0.6590447268828314
357,"['C23', 'C24', 'C14', 'C28']",gnbayes,0.6968037306812509
358,"['C23', 'C24', 'C14', 'C28']",comnbayes,0.6929095552991849
359,"['C23', 'C24', 'C14', 'C28']",svc,0.6815796608768367
360,"['C23', 'C24', 'C27', 'C29']",knn,0.6203333854262281
361,"['C23', 'C24', 'C27', 'C29']",dt,0.6402464554428403
362,"['C23', 'C24', 'C27', 'C29']",gnbayes,0.6943628925938725
363,"['C23', 'C24', 'C27', 'C29']",comnbayes,0.6896189584233372
364,"['C23', 'C24', 'C27', 'C29']",svc,0.688534346565982
365,"['C23', 'C24', 'C27', 'C28']",knn,0.6275101165832825
366,"['C23', 'C24', 'C27', 'C28']",dt,0.6296283879232576
367,"['C23', 'C24', 'C27', 'C28']",gnbayes,0.6962192843640098
368,"['C23', 'C24', 'C27', 'C28']",comnbayes,0.6904388124256029
369,"['C23', 'C24', 'C27', 'C28']",svc,0.6784974237567217
370,"['C23', 'C24', 'C29', 'C28']",knn,0.6017728402189475
371,"['C23', 'C24', 'C29', 'C28']",dt,0.6558016618221604
372,"['C23', 'C24', 'C29', 'C28']",gnbayes,0.6949851789155618
373,"['C23', 'C24', 'C29', 'C28']",comnbayes,0.6904524635937985
374,"['C23', 'C24', 'C29', 'C28']",svc,0.6919327468167179
375,"['C23', 'C19', 'C14', 'C27']",knn,0.59978038361013
376,"['C23', 'C19', 'C14', 'C27']",dt,0.6337176545260876
377,"['C23', 'C19', 'C14', 'C27']",gnbayes,0.6902711851903076
378,"['C23', 'C19', 'C14', 'C27']",comnbayes,0.6947332407280717
379,"['C23', 'C19', 'C14', 'C27']",svc,0.6877892763517903
380,"['C23', 'C19', 'C14', 'C29']",knn,0.6028446970790714
381,"['C23', 'C19', 'C14', 'C29']",dt,0.6647528547544532
382,"['C23', 'C19', 'C14', 'C29']",gnbayes,0.6902859384999201
383,"['C23', 'C19', 'C14', 'C29']",comnbayes,0.7028383481567078
384,"['C23', 'C19', 'C14', 'C29']",svc,0.7032630546439662
385,"['C23', 'C19', 'C14', 'C28']",knn,0.589726970375353
386,"['C23', 'C19', 'C14', 'C28']",dt,0.6638607945804442
387,"['C23', 'C19', 'C14', 'C28']",gnbayes,0.6843040315344098
388,"['C23', 'C19', 'C14', 'C28']",comnbayes,0.7009423012475001
389,"['C23', 'C19', 'C14', 'C28']",svc,0.7017097952137654
390,"['C23', 'C19', 'C27', 'C29']",knn,0.6119253684956752
391,"['C23', 'C19', 'C27', 'C29']",dt,0.6386903356723107
392,"['C23', 'C19', 'C27', 'C29']",gnbayes,0.6906543785562049
393,"['C23', 'C19', 'C27', 'C29']",comnbayes,0.6909301429980441
394,"['C23', 'C19', 'C27', 'C29']",svc,0.705482070015685
395,"['C23', 'C19', 'C27', 'C28']",knn,0.6008601040427691
396,"['C23', 'C19', 'C27', 'C28']",dt,0.6294626686920213
397,"['C23', 'C19', 'C27', 'C28']",gnbayes,0.6874452198456515
398,"['C23', 'C19', 'C27', 'C28']",comnbayes,0.6939617820401788
399,"['C23', 'C19', 'C27', 'C28']",svc,0.6853123117940736
400,"['C23', 'C19', 'C29', 'C28']",knn,0.5940228245802323
401,"['C23', 'C19', 'C29', 'C28']",dt,0.6553217319580434
402,"['C23', 'C19', 'C29', 'C28']",gnbayes,0.6882831824989953
403,"['C23', 'C19', 'C29', 'C28']",comnbayes,0.6952877951937179
404,"['C23', 'C19', 'C29', 'C28']",svc,0.6979312817940604
405,"['C23', 'C14', 'C27', 'C29']",knn,0.6236294849480918
406,"['C23', 'C14', 'C27', 'C29']",dt,0.6370826131255638
407,"['C23', 'C14', 'C27', 'C29']",gnbayes,0.6890632130921287
408,"['C23', 'C14', 'C27', 'C29']",comnbayes,0.6816378052216185
409,"['C23', 'C14', 'C27', 'C29']",svc,0.6954201363785608
410,"['C23', 'C14', 'C27', 'C28']",knn,0.6020118083836605
411,"['C23', 'C14', 'C27', 'C28']",dt,0.6325962557734522
412,"['C23', 'C14', 'C27', 'C28']",gnbayes,0.6922279370270044
413,"['C23', 'C14', 'C27', 'C28']",comnbayes,0.6888512124388655
414,"['C23', 'C14', 'C27', 'C28']",svc,0.7014734926211522
415,"['C23', 'C14', 'C29', 'C28']",knn,0.6020236960193328
416,"['C23', 'C14', 'C29', 'C28']",dt,0.6566765223860359
417,"['C23', 'C14', 'C29', 'C28']",gnbayes,0.6885753301088599
418,"['C23', 'C14', 'C29', 'C28']",comnbayes,0.6883010286334489
419,"['C23', 'C14', 'C29', 'C28']",svc,0.7021882460542004
420,"['C23', 'C27', 'C29', 'C28']",knn,0.6119693986793325
421,"['C23', 'C27', 'C29', 'C28']",dt,0.6294626686920213
422,"['C23', 'C27', 'C29', 'C28']",gnbayes,0.6851132697230427
423,"['C23', 'C27', 'C29', 'C28']",comnbayes,0.6858789982496198
424,"['C23', 'C27', 'C29', 'C28']",svc,0.7054121507025992
425,"['C24', 'C19', 'C14', 'C27']",knn,0.6174478858452137
426,"['C24', 'C19', 'C14', 'C27']",dt,0.6408291316106112
427,"['C24', 'C19', 'C14', 'C27']",gnbayes,0.6821676031022229
428,"['C24', 'C19', 'C14', 'C27']",comnbayes,0.6934945175068314
429,"['C24', 'C19', 'C14', 'C27']",svc,0.6786726822759788
430,"['C24', 'C19', 'C14', 'C29']",knn,0.5848705134259644
431,"['C24', 'C19', 'C14', 'C29']",dt,0.6564604766897487
432,"['C24', 'C19', 'C14', 'C29']",gnbayes,0.6909623696990499
433,"['C24', 'C19', 'C14', 'C29']",comnbayes,0.7022492308999
434,"['C24', 'C19', 'C14', 'C29']",svc,0.6777907121222821
435,"['C24', 'C19', 'C14', 'C28']",knn,0.5785937107323056
436,"['C24', 'C19', 'C14', 'C28']",dt,0.6577778991239801
437,"['C24', 'C19', 'C14', 'C28']",gnbayes,0.6902860734718852
438,"['C24', 'C19', 'C14', 'C28']",comnbayes,0.7030741859180556
439,"['C24', 'C19', 'C14', 'C28']",svc,0.6777297700160861
440,"['C24', 'C19', 'C27', 'C29']",knn,0.6195609175372032
441,"['C24', 'C19', 'C27', 'C29']",dt,0.6484182271666209
442,"['C24', 'C19', 'C27', 'C29']",gnbayes,0.6843494544332926
443,"['C24', 'C19', 'C27', 'C29']",comnbayes,0.6898837446167511
444,"['C24', 'C19', 'C27', 'C29']",svc,0.6687173736947271
445,"['C24', 'C19', 'C27', 'C28']",knn,0.5897501760230239
446,"['C24', 'C19', 'C27', 'C28']",dt,0.6362460811695219
447,"['C24', 'C19', 'C27', 'C28']",gnbayes,0.6912763074998144
448,"['C24', 'C19', 'C27', 'C28']",comnbayes,0.698745737065957
449,"['C24', 'C19', 'C27', 'C28']",svc,0.6754300549003917
450,"['C24', 'C19', 'C29', 'C28']",knn,0.5940291380277631
451,"['C24', 'C19', 'C29', 'C28']",dt,0.6557837132404869
452,"['C24', 'C19', 'C29', 'C28']",gnbayes,0.6884978676182145
453,"['C24', 'C19', 'C29', 'C28']",comnbayes,0.7010423461405646
454,"['C24', 'C19', 'C29', 'C28']",svc,0.6857390372870251
455,"['C24', 'C14', 'C27', 'C29']",knn,0.619618231703382
456,"['C24', 'C14', 'C27', 'C29']",dt,0.6348314349825676
457,"['C24', 'C14', 'C27', 'C29']",gnbayes,0.6869576037035443
458,"['C24', 'C14', 'C27', 'C29']",comnbayes,0.6968916557641422
459,"['C24', 'C14', 'C27', 'C29']",svc,0.685533773496039
