,scaling_technique,model,best_score_f1
357,"['C5', 'C24']",gnbayes,0.5665157077023473
358,"['C5', 'C24']",comnbayes,0.5902257297510525
359,"['C5', 'C24']",svc,0.4740864101071381
360,"['C5', 'C27']",knn,0.41037791974931004
361,"['C5', 'C27']",dt,0.4937619302708409
362,"['C5', 'C27']",gnbayes,0.5406459284264753
363,"['C5', 'C27']",comnbayes,0.5865254407123955
364,"['C5', 'C27']",svc,0.5124853305281644
365,"['C5', 'C28']",knn,0.3763133299197635
366,"['C5', 'C28']",dt,0.48106824783802243
367,"['C5', 'C28']",gnbayes,0.5405002538878847
368,"['C5', 'C28']",comnbayes,0.5947050536497283
369,"['C5', 'C28']",svc,0.5036440389964748
370,"['C5', 'C29']",knn,0.39646568117630143
371,"['C5', 'C29']",dt,0.47936866898552494
372,"['C5', 'C29']",gnbayes,0.5379564215460085
373,"['C5', 'C29']",comnbayes,0.5868924877093266
374,"['C5', 'C29']",svc,0.5047912623500703
375,"['C6', 'C7']",knn,0.3017656152971958
376,"['C6', 'C7']",dt,0.3943436848843805
377,"['C6', 'C7']",gnbayes,0.43086909360518816
378,"['C6', 'C7']",comnbayes,0.5346356114325133
379,"['C6', 'C7']",svc,0.3893076387040403
380,"['C6', 'C8']",knn,0.35611058745846935
381,"['C6', 'C8']",dt,0.47778845196757985
382,"['C6', 'C8']",gnbayes,0.523458295076443
383,"['C6', 'C8']",comnbayes,0.5822124830806483
384,"['C6', 'C8']",svc,0.49827462156795344
385,"['C6', 'C9']",knn,0.38889773773211095
386,"['C6', 'C9']",dt,0.42715955193378674
387,"['C6', 'C9']",gnbayes,0.5235753167927081
388,"['C6', 'C9']",comnbayes,0.5627422613681211
389,"['C6', 'C9']",svc,0.4873168369383425
390,"['C6', 'C13']",knn,0.3957346793567245
391,"['C6', 'C13']",dt,0.37199598066866235
392,"['C6', 'C13']",gnbayes,0.5354097177899382
393,"['C6', 'C13']",comnbayes,0.5629344149495685
394,"['C6', 'C13']",svc,0.491124228781705
395,"['C6', 'C14']",knn,0.3829591777730418
396,"['C6', 'C14']",dt,0.4071010732339527
397,"['C6', 'C14']",gnbayes,0.5234530150357235
398,"['C6', 'C14']",comnbayes,0.5727322086314167
399,"['C6', 'C14']",svc,0.503953314990919
400,"['C6', 'C16']",knn,0.3719201473288973
401,"['C6', 'C16']",dt,0.4006567961092037
402,"['C6', 'C16']",gnbayes,0.5277406731054575
403,"['C6', 'C16']",comnbayes,0.5700054702309563
404,"['C6', 'C16']",svc,0.5014578681571242
405,"['C6', 'C18']",knn,0.37648906862642423
406,"['C6', 'C18']",dt,0.40596085408032756
407,"['C6', 'C18']",gnbayes,0.5248698565309909
408,"['C6', 'C18']",comnbayes,0.5714110640223007
409,"['C6', 'C18']",svc,0.5146040911053216
410,"['C6', 'C19']",knn,0.33836520264830533
411,"['C6', 'C19']",dt,0.40180228891698333
412,"['C6', 'C19']",gnbayes,0.5139096653473689
413,"['C6', 'C19']",comnbayes,0.5783638130651714
414,"['C6', 'C19']",svc,0.503904100825283
415,"['C6', 'C20']",knn,0.36180100139827875
416,"['C6', 'C20']",dt,0.41719301256026203
417,"['C6', 'C20']",gnbayes,0.5306780763004287
418,"['C6', 'C20']",comnbayes,0.5738438378709689
419,"['C6', 'C20']",svc,0.5041862578110037
420,"['C6', 'C21']",knn,0.34847532407224324
421,"['C6', 'C21']",dt,0.4015146045470435
422,"['C6', 'C21']",gnbayes,0.5315618408652487
423,"['C6', 'C21']",comnbayes,0.5653659753737685
424,"['C6', 'C21']",svc,0.5036839691473839
425,"['C6', 'C22']",knn,0.37342562109264127
426,"['C6', 'C22']",dt,0.3967435764333636
427,"['C6', 'C22']",gnbayes,0.5209462489837218
428,"['C6', 'C22']",comnbayes,0.569427223687268
429,"['C6', 'C22']",svc,0.5112227001874713
430,"['C6', 'C23']",knn,0.3894915563336616
431,"['C6', 'C23']",dt,0.40817909518808104
432,"['C6', 'C23']",gnbayes,0.5337564836399425
433,"['C6', 'C23']",comnbayes,0.5735316337626821
434,"['C6', 'C23']",svc,0.533559069033792
435,"['C6', 'C24']",knn,0.3843635140019891
436,"['C6', 'C24']",dt,0.4087202496420598
437,"['C6', 'C24']",gnbayes,0.5323548677933653
438,"['C6', 'C24']",comnbayes,0.580231421294785
439,"['C6', 'C24']",svc,0.506361976142534
440,"['C6', 'C27']",knn,0.40507835469603626
441,"['C6', 'C27']",dt,0.4064204851234626
442,"['C6', 'C27']",gnbayes,0.522874220686151
443,"['C6', 'C27']",comnbayes,0.5709873005060851
444,"['C6', 'C27']",svc,0.5154362616723351
445,"['C6', 'C28']",knn,0.3587141874293577
446,"['C6', 'C28']",dt,0.4008975874951938
447,"['C6', 'C28']",gnbayes,0.5285432571111275
448,"['C6', 'C28']",comnbayes,0.5877178632028289
449,"['C6', 'C28']",svc,0.5086501619903416
450,"['C6', 'C29']",knn,0.3752868961020437
451,"['C6', 'C29']",dt,0.404658085847577
452,"['C6', 'C29']",gnbayes,0.5290336839577113
453,"['C6', 'C29']",comnbayes,0.5764543094108932
454,"['C6', 'C29']",svc,0.5064004289935966
455,"['C7', 'C8']",knn,0.2802728407991566
456,"['C7', 'C8']",dt,0.3897399144566366
457,"['C7', 'C8']",gnbayes,0.47761194412703817
458,"['C7', 'C8']",comnbayes,0.5290729900104788
459,"['C7', 'C8']",svc,0.41547833870518847
460,"['C7', 'C9']",knn,0.3327776881809201
461,"['C7', 'C9']",dt,0.3977593945595291
462,"['C7', 'C9']",gnbayes,0.4885556189761372
463,"['C7', 'C9']",comnbayes,0.5219381760308315
464,"['C7', 'C9']",svc,0.4045967358591943
465,"['C7', 'C13']",knn,0.32623452245403467
466,"['C7', 'C13']",dt,0.3857427923529243
467,"['C7', 'C13']",gnbayes,0.4806379924566325
468,"['C7', 'C13']",comnbayes,0.5216146249904113
469,"['C7', 'C13']",svc,0.41297454549767226
470,"['C7', 'C14']",knn,0.2932751187452624
471,"['C7', 'C14']",dt,0.39428469116151016
472,"['C7', 'C14']",gnbayes,0.49238526464999965
473,"['C7', 'C14']",comnbayes,0.5308284833991982
474,"['C7', 'C14']",svc,0.4035535788638075
475,"['C7', 'C16']",knn,0.299984609698412
476,"['C7', 'C16']",dt,0.3975614674612238
477,"['C7', 'C16']",gnbayes,0.4765456208165559
478,"['C7', 'C16']",comnbayes,0.5279331698690631
479,"['C7', 'C16']",svc,0.4083126544458507
480,"['C7', 'C18']",knn,0.3352239445147019
481,"['C7', 'C18']",dt,0.4052968031432183
482,"['C7', 'C18']",gnbayes,0.4855387945452213
483,"['C7', 'C18']",comnbayes,0.5271312708998244
484,"['C7', 'C18']",svc,0.3946134493390779
485,"['C7', 'C19']",knn,0.32863472904512575
486,"['C7', 'C19']",dt,0.41101810555366614
487,"['C7', 'C19']",gnbayes,0.4752791422532008
488,"['C7', 'C19']",comnbayes,0.5185820141041948
489,"['C7', 'C19']",svc,0.3961884957982787
490,"['C7', 'C20']",knn,0.32028892570499456
491,"['C7', 'C20']",dt,0.40482309991089493
492,"['C7', 'C20']",gnbayes,0.47538370101475225
493,"['C7', 'C20']",comnbayes,0.5232416731163695
494,"['C7', 'C20']",svc,0.4212488705379819
495,"['C7', 'C21']",knn,0.3103922784353868
496,"['C7', 'C21']",dt,0.3727419526326678
497,"['C7', 'C21']",gnbayes,0.481965225577377
498,"['C7', 'C21']",comnbayes,0.5225612669636627
499,"['C7', 'C21']",svc,0.4043994185881779
500,"['C7', 'C22']",knn,0.2941151294054188
501,"['C7', 'C22']",dt,0.4104898813975991
502,"['C7', 'C22']",gnbayes,0.4778616479052685
503,"['C7', 'C22']",comnbayes,0.5256466042556879
504,"['C7', 'C22']",svc,0.4225127247249386
505,"['C7', 'C23']",knn,0.3320792702022819
506,"['C7', 'C23']",dt,0.3960387831892468
507,"['C7', 'C23']",gnbayes,0.4783414778774744
508,"['C7', 'C23']",comnbayes,0.5245877954968181
509,"['C7', 'C23']",svc,0.4349785194280645
510,"['C7', 'C24']",knn,0.32393163060207864
511,"['C7', 'C24']",dt,0.3999440447733954
512,"['C7', 'C24']",gnbayes,0.49043867020263976
513,"['C7', 'C24']",comnbayes,0.5198730705128962
514,"['C7', 'C24']",svc,0.42645620471671364
515,"['C7', 'C27']",knn,0.31016556175242904
516,"['C7', 'C27']",dt,0.3950377017357138
517,"['C7', 'C27']",gnbayes,0.48055625641191524
518,"['C7', 'C27']",comnbayes,0.5277421827029836
519,"['C7', 'C27']",svc,0.4288442300766916
520,"['C7', 'C28']",knn,0.30875508894311277
521,"['C7', 'C28']",dt,0.3898149471540823
522,"['C7', 'C28']",gnbayes,0.4808548979692153
523,"['C7', 'C28']",comnbayes,0.5243376595141302
524,"['C7', 'C28']",svc,0.4381640926050238
525,"['C7', 'C29']",knn,0.3269914125760918
526,"['C7', 'C29']",dt,0.39321313164796506
527,"['C7', 'C29']",gnbayes,0.48138841959100154
528,"['C7', 'C29']",comnbayes,0.5260340084769594
529,"['C7', 'C29']",svc,0.4036200483435457
530,"['C8', 'C9']",knn,0.39569461971191977
531,"['C8', 'C9']",dt,0.4516817115542189
532,"['C8', 'C9']",gnbayes,0.5458317679477542
533,"['C8', 'C9']",comnbayes,0.584494220466732
534,"['C8', 'C9']",svc,0.5143147135978279
535,"['C8', 'C13']",knn,0.4054524354843047
