,scaling_technique,model,best_score_f1
301,"['C1', 'C6', 'C16']",dt,0.3978983136779109
302,"['C1', 'C6', 'C16']",gnbayes,0.5269525792547578
303,"['C1', 'C6', 'C16']",comnbayes,0.5780491500849113
304,"['C1', 'C6', 'C16']",svc,0.49545841118578926
305,"['C1', 'C6', 'C18']",knn,0.367232423609755
306,"['C1', 'C6', 'C18']",dt,0.42587445234229115
307,"['C1', 'C6', 'C18']",gnbayes,0.5162293944747451
308,"['C1', 'C6', 'C18']",comnbayes,0.5820102082219561
309,"['C1', 'C6', 'C18']",svc,0.5001380186498973
310,"['C1', 'C6', 'C19']",knn,0.3219209038822999
311,"['C1', 'C6', 'C19']",dt,0.4307135056074653
312,"['C1', 'C6', 'C19']",gnbayes,0.5121730135639123
313,"['C1', 'C6', 'C19']",comnbayes,0.5768621009994176
314,"['C1', 'C6', 'C19']",svc,0.4848944444891884
315,"['C1', 'C6', 'C20']",knn,0.37892436969849486
316,"['C1', 'C6', 'C20']",dt,0.43603713105452196
317,"['C1', 'C6', 'C20']",gnbayes,0.5298054886923643
318,"['C1', 'C6', 'C20']",comnbayes,0.5731476912047486
319,"['C1', 'C6', 'C20']",svc,0.4989458904400273
320,"['C1', 'C6', 'C21']",knn,0.3161784395300127
321,"['C1', 'C6', 'C21']",dt,0.4340471103808148
322,"['C1', 'C6', 'C21']",gnbayes,0.5217229458127608
323,"['C1', 'C6', 'C21']",comnbayes,0.5635273420856701
324,"['C1', 'C6', 'C21']",svc,0.4960529140089305
325,"['C1', 'C6', 'C22']",knn,0.33248801017610863
326,"['C1', 'C6', 'C22']",dt,0.435540783243478
327,"['C1', 'C6', 'C22']",gnbayes,0.5202506677209134
328,"['C1', 'C6', 'C22']",comnbayes,0.5812246927095975
329,"['C1', 'C6', 'C22']",svc,0.4933919965967126
330,"['C1', 'C6', 'C23']",knn,0.3549728538533945
331,"['C1', 'C6', 'C23']",dt,0.4176096485300381
332,"['C1', 'C6', 'C23']",gnbayes,0.5287495880136532
333,"['C1', 'C6', 'C23']",comnbayes,0.5793547807621826
334,"['C1', 'C6', 'C23']",svc,0.5187445478146409
335,"['C1', 'C6', 'C24']",knn,0.376876336994923
336,"['C1', 'C6', 'C24']",dt,0.4173062082844692
337,"['C1', 'C6', 'C24']",gnbayes,0.5337245878755146
338,"['C1', 'C6', 'C24']",comnbayes,0.5822051859464641
339,"['C1', 'C6', 'C24']",svc,0.5058258422054258
340,"['C1', 'C6', 'C27']",knn,0.3790333872733154
341,"['C1', 'C6', 'C27']",dt,0.43222456816245636
342,"['C1', 'C6', 'C27']",gnbayes,0.5158736097708406
343,"['C1', 'C6', 'C27']",comnbayes,0.571703177526506
344,"['C1', 'C6', 'C27']",svc,0.497630048948003
345,"['C1', 'C6', 'C28']",knn,0.37049667101899253
346,"['C1', 'C6', 'C28']",dt,0.44072620204253266
347,"['C1', 'C6', 'C28']",gnbayes,0.5223696200929385
348,"['C1', 'C6', 'C28']",comnbayes,0.5792876488862249
349,"['C1', 'C6', 'C28']",svc,0.5008645734450085
350,"['C1', 'C6', 'C29']",knn,0.36236841571522077
351,"['C1', 'C6', 'C29']",dt,0.4214615354432225
352,"['C1', 'C6', 'C29']",gnbayes,0.5252794887296306
353,"['C1', 'C6', 'C29']",comnbayes,0.5854092716921293
354,"['C1', 'C6', 'C29']",svc,0.5103150316730465
355,"['C1', 'C7', 'C8']",knn,0.3013731263064785
356,"['C1', 'C7', 'C8']",dt,0.38203766437923103
357,"['C1', 'C7', 'C8']",gnbayes,0.4817211619613276
358,"['C1', 'C7', 'C8']",comnbayes,0.5271606722704794
359,"['C1', 'C7', 'C8']",svc,0.40782794123914023
360,"['C1', 'C7', 'C9']",knn,0.3297750499870883
361,"['C1', 'C7', 'C9']",dt,0.3991837677274966
362,"['C1', 'C7', 'C9']",gnbayes,0.47531090124337394
363,"['C1', 'C7', 'C9']",comnbayes,0.530315595632987
364,"['C1', 'C7', 'C9']",svc,0.3968618620425931
365,"['C1', 'C7', 'C13']",knn,0.3254737860835422
366,"['C1', 'C7', 'C13']",dt,0.3724215721793114
367,"['C1', 'C7', 'C13']",gnbayes,0.48117752212216053
368,"['C1', 'C7', 'C13']",comnbayes,0.5305280711159699
369,"['C1', 'C7', 'C13']",svc,0.40424667768593814
370,"['C1', 'C7', 'C14']",knn,0.3354332486983042
371,"['C1', 'C7', 'C14']",dt,0.3859796082269457
372,"['C1', 'C7', 'C14']",gnbayes,0.48280239232898864
373,"['C1', 'C7', 'C14']",comnbayes,0.537995949450646
374,"['C1', 'C7', 'C14']",svc,0.41337775217069755
375,"['C1', 'C7', 'C16']",knn,0.28013200631049606
376,"['C1', 'C7', 'C16']",dt,0.3782763427764714
377,"['C1', 'C7', 'C16']",gnbayes,0.47692535430493355
378,"['C1', 'C7', 'C16']",comnbayes,0.5288896430464517
379,"['C1', 'C7', 'C16']",svc,0.40400333958792123
380,"['C1', 'C7', 'C18']",knn,0.3467132653065722
381,"['C1', 'C7', 'C18']",dt,0.3952742840072618
382,"['C1', 'C7', 'C18']",gnbayes,0.481957925417146
383,"['C1', 'C7', 'C18']",comnbayes,0.5211985153336378
384,"['C1', 'C7', 'C18']",svc,0.39699811717261735
385,"['C1', 'C7', 'C19']",knn,0.32331102319560895
386,"['C1', 'C7', 'C19']",dt,0.40076194541677335
387,"['C1', 'C7', 'C19']",gnbayes,0.48180208027611193
388,"['C1', 'C7', 'C19']",comnbayes,0.5129994137232748
389,"['C1', 'C7', 'C19']",svc,0.4009294938755602
390,"['C1', 'C7', 'C20']",knn,0.36523275109282816
391,"['C1', 'C7', 'C20']",dt,0.39453967140252166
392,"['C1', 'C7', 'C20']",gnbayes,0.4742517477373485
393,"['C1', 'C7', 'C20']",comnbayes,0.533062548370945
394,"['C1', 'C7', 'C20']",svc,0.43253191253191253
395,"['C1', 'C7', 'C21']",knn,0.2757458020385517
396,"['C1', 'C7', 'C21']",dt,0.36486005509732766
397,"['C1', 'C7', 'C21']",gnbayes,0.4673842653461624
398,"['C1', 'C7', 'C21']",comnbayes,0.5031500021566774
399,"['C1', 'C7', 'C21']",svc,0.3804584197540728
400,"['C1', 'C7', 'C22']",knn,0.31431523911801024
401,"['C1', 'C7', 'C22']",dt,0.402771020855157
402,"['C1', 'C7', 'C22']",gnbayes,0.47565617635539936
403,"['C1', 'C7', 'C22']",comnbayes,0.5265149562240774
404,"['C1', 'C7', 'C22']",svc,0.4047445022910271
405,"['C1', 'C7', 'C23']",knn,0.31590370086230113
406,"['C1', 'C7', 'C23']",dt,0.3923310455661122
407,"['C1', 'C7', 'C23']",gnbayes,0.4807875643675713
408,"['C1', 'C7', 'C23']",comnbayes,0.5234689364513934
409,"['C1', 'C7', 'C23']",svc,0.43018782433300473
410,"['C1', 'C7', 'C24']",knn,0.30748073865204406
411,"['C1', 'C7', 'C24']",dt,0.3990740149865616
412,"['C1', 'C7', 'C24']",gnbayes,0.4849508618908538
413,"['C1', 'C7', 'C24']",comnbayes,0.5242177969980926
414,"['C1', 'C7', 'C24']",svc,0.4051075540553522
415,"['C1', 'C7', 'C27']",knn,0.3273176670606291
416,"['C1', 'C7', 'C27']",dt,0.3892369044618792
417,"['C1', 'C7', 'C27']",gnbayes,0.48497840216164967
418,"['C1', 'C7', 'C27']",comnbayes,0.5187307928191671
419,"['C1', 'C7', 'C27']",svc,0.4207316648069339
420,"['C1', 'C7', 'C28']",knn,0.30438590976541974
421,"['C1', 'C7', 'C28']",dt,0.38092555523901395
422,"['C1', 'C7', 'C28']",gnbayes,0.4794541980664427
423,"['C1', 'C7', 'C28']",comnbayes,0.5159180447381495
424,"['C1', 'C7', 'C28']",svc,0.42681517121494067
425,"['C1', 'C7', 'C29']",knn,0.31153199680325905
426,"['C1', 'C7', 'C29']",dt,0.38618017308613145
427,"['C1', 'C7', 'C29']",gnbayes,0.47843430365705475
428,"['C1', 'C7', 'C29']",comnbayes,0.5285303028509218
429,"['C1', 'C7', 'C29']",svc,0.40244627541991357
430,"['C1', 'C8', 'C9']",knn,0.3976522593443526
431,"['C1', 'C8', 'C9']",dt,0.4562925655780883
432,"['C1', 'C8', 'C9']",gnbayes,0.5417004459866123
433,"['C1', 'C8', 'C9']",comnbayes,0.567708542118907
434,"['C1', 'C8', 'C9']",svc,0.5100484783890481
435,"['C1', 'C8', 'C13']",knn,0.37654878799005803
436,"['C1', 'C8', 'C13']",dt,0.464808964273856
437,"['C1', 'C8', 'C13']",gnbayes,0.5467677128705365
438,"['C1', 'C8', 'C13']",comnbayes,0.5794697502054145
439,"['C1', 'C8', 'C13']",svc,0.5009306997627997
440,"['C1', 'C8', 'C14']",knn,0.3629025045584738
441,"['C1', 'C8', 'C14']",dt,0.5032039471434306
442,"['C1', 'C8', 'C14']",gnbayes,0.5544937077747051
443,"['C1', 'C8', 'C14']",comnbayes,0.5868857373376731
444,"['C1', 'C8', 'C14']",svc,0.4868232960756821
445,"['C1', 'C8', 'C16']",knn,0.40044853011805276
446,"['C1', 'C8', 'C16']",dt,0.4644257298541186
447,"['C1', 'C8', 'C16']",gnbayes,0.5432390063829069
448,"['C1', 'C8', 'C16']",comnbayes,0.5888995785619683
449,"['C1', 'C8', 'C16']",svc,0.49683795560691424
450,"['C1', 'C8', 'C18']",knn,0.39669615216237825
