,scaling_technique,model,best_score_f1
451,"['C1', 'C8', 'C18']",dt,0.469632614452333
452,"['C1', 'C8', 'C18']",gnbayes,0.5427227633827088
453,"['C1', 'C8', 'C18']",comnbayes,0.5869343410334839
454,"['C1', 'C8', 'C18']",svc,0.50026234596
455,"['C1', 'C8', 'C19']",knn,0.33149393321946086
456,"['C1', 'C8', 'C19']",dt,0.4826878369252177
457,"['C1', 'C8', 'C19']",gnbayes,0.5519892201843637
458,"['C1', 'C8', 'C19']",comnbayes,0.6015181703665936
459,"['C1', 'C8', 'C19']",svc,0.4938275451380877
460,"['C1', 'C8', 'C20']",knn,0.40671254476132523
461,"['C1', 'C8', 'C20']",dt,0.47997411077046337
462,"['C1', 'C8', 'C20']",gnbayes,0.5453961030501151
463,"['C1', 'C8', 'C20']",comnbayes,0.5929142365998035
464,"['C1', 'C8', 'C20']",svc,0.49290665991508414
465,"['C1', 'C8', 'C21']",knn,0.35654280743194927
466,"['C1', 'C8', 'C21']",dt,0.46608402112238423
467,"['C1', 'C8', 'C21']",gnbayes,0.5509233742997502
468,"['C1', 'C8', 'C21']",comnbayes,0.5756865048016993
469,"['C1', 'C8', 'C21']",svc,0.48866014154888865
470,"['C1', 'C8', 'C22']",knn,0.35834286148350614
471,"['C1', 'C8', 'C22']",dt,0.47202472079702157
472,"['C1', 'C8', 'C22']",gnbayes,0.5571943163304536
473,"['C1', 'C8', 'C22']",comnbayes,0.5966172840480362
474,"['C1', 'C8', 'C22']",svc,0.5077318195640551
475,"['C1', 'C8', 'C23']",knn,0.3637860004142472
476,"['C1', 'C8', 'C23']",dt,0.48075878602890176
477,"['C1', 'C8', 'C23']",gnbayes,0.5620344942226281
478,"['C1', 'C8', 'C23']",comnbayes,0.58716114399055
479,"['C1', 'C8', 'C23']",svc,0.5351217108869168
480,"['C1', 'C8', 'C24']",knn,0.3867293489565634
481,"['C1', 'C8', 'C24']",dt,0.4935219921109118
482,"['C1', 'C8', 'C24']",gnbayes,0.5743388667726048
483,"['C1', 'C8', 'C24']",comnbayes,0.5781611791543313
484,"['C1', 'C8', 'C24']",svc,0.4908252527708002
485,"['C1', 'C8', 'C27']",knn,0.36668293746642144
486,"['C1', 'C8', 'C27']",dt,0.4790161649959958
487,"['C1', 'C8', 'C27']",gnbayes,0.54525322172381
488,"['C1', 'C8', 'C27']",comnbayes,0.5857764242266338
489,"['C1', 'C8', 'C27']",svc,0.5319865261131383
490,"['C1', 'C8', 'C28']",knn,0.3767521726217378
491,"['C1', 'C8', 'C28']",dt,0.48118296098012125
492,"['C1', 'C8', 'C28']",gnbayes,0.5484915646723818
493,"['C1', 'C8', 'C28']",comnbayes,0.5823073498243098
494,"['C1', 'C8', 'C28']",svc,0.5086829765703584
495,"['C1', 'C8', 'C29']",knn,0.3943486989998618
496,"['C1', 'C8', 'C29']",dt,0.49190521496914325
497,"['C1', 'C8', 'C29']",gnbayes,0.5491614136350977
498,"['C1', 'C8', 'C29']",comnbayes,0.5898600768173594
499,"['C1', 'C8', 'C29']",svc,0.5170774325893431
500,"['C1', 'C9', 'C13']",knn,0.40089508161398707
501,"['C1', 'C9', 'C13']",dt,0.45671297050960896
502,"['C1', 'C9', 'C13']",gnbayes,0.5246077975516601
503,"['C1', 'C9', 'C13']",comnbayes,0.5691657849506044
504,"['C1', 'C9', 'C13']",svc,0.4832887751297165
505,"['C1', 'C9', 'C14']",knn,0.3999363381716323
506,"['C1', 'C9', 'C14']",dt,0.4638354288354741
507,"['C1', 'C9', 'C14']",gnbayes,0.5421368098643394
508,"['C1', 'C9', 'C14']",comnbayes,0.5831936838705251
509,"['C1', 'C9', 'C14']",svc,0.47936586061117736
510,"['C1', 'C9', 'C16']",knn,0.40882350678769824
511,"['C1', 'C9', 'C16']",dt,0.46252883842566267
512,"['C1', 'C9', 'C16']",gnbayes,0.5481631395424498
513,"['C1', 'C9', 'C16']",comnbayes,0.5834293639846259
514,"['C1', 'C9', 'C16']",svc,0.49593975346803026
515,"['C1', 'C9', 'C18']",knn,0.3979812842983575
516,"['C1', 'C9', 'C18']",dt,0.4502194010268544
517,"['C1', 'C9', 'C18']",gnbayes,0.539916323983291
518,"['C1', 'C9', 'C18']",comnbayes,0.5764979649486556
519,"['C1', 'C9', 'C18']",svc,0.4973717839616617
520,"['C1', 'C9', 'C19']",knn,0.36236048349896655
521,"['C1', 'C9', 'C19']",dt,0.4628305042815371
522,"['C1', 'C9', 'C19']",gnbayes,0.544757379560011
523,"['C1', 'C9', 'C19']",comnbayes,0.5940946681569077
524,"['C1', 'C9', 'C19']",svc,0.5056665338599587
525,"['C1', 'C9', 'C20']",knn,0.41270227215560845
526,"['C1', 'C9', 'C20']",dt,0.4715163374831149
527,"['C1', 'C9', 'C20']",gnbayes,0.5516549505373372
528,"['C1', 'C9', 'C20']",comnbayes,0.5781598638571431
529,"['C1', 'C9', 'C20']",svc,0.5078256122057787
530,"['C1', 'C9', 'C21']",knn,0.37614339804721236
531,"['C1', 'C9', 'C21']",dt,0.4513923626057356
532,"['C1', 'C9', 'C21']",gnbayes,0.5338240266063716
533,"['C1', 'C9', 'C21']",comnbayes,0.5702106159125022
534,"['C1', 'C9', 'C21']",svc,0.4758258640296501
535,"['C1', 'C9', 'C22']",knn,0.4029598979932899
536,"['C1', 'C9', 'C22']",dt,0.46146828075020235
537,"['C1', 'C9', 'C22']",gnbayes,0.5498466723375495
538,"['C1', 'C9', 'C22']",comnbayes,0.5761600837426626
539,"['C1', 'C9', 'C22']",svc,0.5149128286973704
540,"['C1', 'C9', 'C23']",knn,0.42167030682592843
541,"['C1', 'C9', 'C23']",dt,0.47645966558479813
542,"['C1', 'C9', 'C23']",gnbayes,0.5638244239747998
543,"['C1', 'C9', 'C23']",comnbayes,0.5908489606638734
544,"['C1', 'C9', 'C23']",svc,0.5302917303302329
545,"['C1', 'C9', 'C24']",knn,0.4094148421846523
546,"['C1', 'C9', 'C24']",dt,0.4749929295068974
547,"['C1', 'C9', 'C24']",gnbayes,0.5502904299707578
548,"['C1', 'C9', 'C24']",comnbayes,0.5854313572363723
549,"['C1', 'C9', 'C24']",svc,0.49794010065259764
550,"['C1', 'C9', 'C27']",knn,0.43407192218080076
551,"['C1', 'C9', 'C27']",dt,0.45652707908790474
552,"['C1', 'C9', 'C27']",gnbayes,0.541700890148234
553,"['C1', 'C9', 'C27']",comnbayes,0.5905938549063101
554,"['C1', 'C9', 'C27']",svc,0.5285334056525818
555,"['C1', 'C9', 'C28']",knn,0.41005159068573704
556,"['C1', 'C9', 'C28']",dt,0.45761355725822
557,"['C1', 'C9', 'C28']",gnbayes,0.5339016423977105
558,"['C1', 'C9', 'C28']",comnbayes,0.5784260262569536
559,"['C1', 'C9', 'C28']",svc,0.5143565736426147
560,"['C1', 'C9', 'C29']",knn,0.40006576015594736
561,"['C1', 'C9', 'C29']",dt,0.46064630033473425
562,"['C1', 'C9', 'C29']",gnbayes,0.5563136734536933
563,"['C1', 'C9', 'C29']",comnbayes,0.5827485844440207
564,"['C1', 'C9', 'C29']",svc,0.5007161371821376
565,"['C1', 'C13', 'C14']",knn,0.3960091318396966
566,"['C1', 'C13', 'C14']",dt,0.4848262339673489
567,"['C1', 'C13', 'C14']",gnbayes,0.5514321706528189
568,"['C1', 'C13', 'C14']",comnbayes,0.5774136950193897
569,"['C1', 'C13', 'C14']",svc,0.4917109129091665
570,"['C1', 'C13', 'C16']",knn,0.41593131912721704
571,"['C1', 'C13', 'C16']",dt,0.4736665026702621
572,"['C1', 'C13', 'C16']",gnbayes,0.5511460313113427
573,"['C1', 'C13', 'C16']",comnbayes,0.5769567773581501
574,"['C1', 'C13', 'C16']",svc,0.4947169163750809
575,"['C1', 'C13', 'C18']",knn,0.42392572442595977
576,"['C1', 'C13', 'C18']",dt,0.48208755530184105
577,"['C1', 'C13', 'C18']",gnbayes,0.5434379154136947
578,"['C1', 'C13', 'C18']",comnbayes,0.5705727415798716
579,"['C1', 'C13', 'C18']",svc,0.48962656573910185
580,"['C1', 'C13', 'C19']",knn,0.3980682664893191
581,"['C1', 'C13', 'C19']",dt,0.4888069228907739
582,"['C1', 'C13', 'C19']",gnbayes,0.5384181703619006
583,"['C1', 'C13', 'C19']",comnbayes,0.5889953365422099
584,"['C1', 'C13', 'C19']",svc,0.5029194078573718
585,"['C1', 'C13', 'C20']",knn,0.4308405292127455
586,"['C1', 'C13', 'C20']",dt,0.46089674403963654
587,"['C1', 'C13', 'C20']",gnbayes,0.5396818509409871
588,"['C1', 'C13', 'C20']",comnbayes,0.5764765751984424
589,"['C1', 'C13', 'C20']",svc,0.5144877936061395
590,"['C1', 'C13', 'C21']",knn,0.38447187531986166
591,"['C1', 'C13', 'C21']",dt,0.4552643322860714
592,"['C1', 'C13', 'C21']",gnbayes,0.5268556321920018
593,"['C1', 'C13', 'C21']",comnbayes,0.5779398216824042
594,"['C1', 'C13', 'C21']",svc,0.49059680488674057
595,"['C1', 'C13', 'C22']",knn,0.35345568498567276
596,"['C1', 'C13', 'C22']",dt,0.48208755530184105
597,"['C1', 'C13', 'C22']",gnbayes,0.537100937230238
598,"['C1', 'C13', 'C22']",comnbayes,0.5715681700189046
599,"['C1', 'C13', 'C22']",svc,0.49386374481976425
600,"['C1', 'C13', 'C23']",knn,0.42120935382421487
601,"['C1', 'C13', 'C23']",dt,0.47475369868227013
602,"['C1', 'C13', 'C23']",gnbayes,0.5479685452086869
603,"['C1', 'C13', 'C23']",comnbayes,0.5841985900579237
604,"['C1', 'C13', 'C23']",svc,0.5300550746514523
605,"['C1', 'C13', 'C24']",knn,0.4272998826609597
606,"['C1', 'C13', 'C24']",dt,0.47891295212723783
607,"['C1', 'C13', 'C24']",gnbayes,0.5484442392959039
608,"['C1', 'C13', 'C24']",comnbayes,0.5810728838443593
609,"['C1', 'C13', 'C24']",svc,0.4943902330837185
610,"['C1', 'C13', 'C27']",knn,0.39374739757065486
611,"['C1', 'C13', 'C27']",dt,0.4687643406404824
612,"['C1', 'C13', 'C27']",gnbayes,0.5412552220912608
613,"['C1', 'C13', 'C27']",comnbayes,0.5870075475266268
614,"['C1', 'C13', 'C27']",svc,0.5089871924394072
615,"['C1', 'C13', 'C28']",knn,0.3792942527587912
616,"['C1', 'C13', 'C28']",dt,0.48115218115218117
617,"['C1', 'C13', 'C28']",gnbayes,0.5271207469069897
618,"['C1', 'C13', 'C28']",comnbayes,0.5725869930277069
619,"['C1', 'C13', 'C28']",svc,0.5072389286797243
620,"['C1', 'C13', 'C29']",knn,0.4015335037934086
621,"['C1', 'C13', 'C29']",dt,0.48208755530184105
622,"['C1', 'C13', 'C29']",gnbayes,0.5356061891267235
623,"['C1', 'C13', 'C29']",comnbayes,0.5753600736955653
624,"['C1', 'C13', 'C29']",svc,0.507230645076153
625,"['C1', 'C14', 'C16']",knn,0.40362263719370334
626,"['C1', 'C14', 'C16']",dt,0.4821505319808538
627,"['C1', 'C14', 'C16']",gnbayes,0.5596663007781438
628,"['C1', 'C14', 'C16']",comnbayes,0.5787540549286752
629,"['C1', 'C14', 'C16']",svc,0.512548378870578
630,"['C1', 'C14', 'C18']",knn,0.4039642450164288
631,"['C1', 'C14', 'C18']",dt,0.4844925572568097
632,"['C1', 'C14', 'C18']",gnbayes,0.5516552681490985
633,"['C1', 'C14', 'C18']",comnbayes,0.591393462219588
634,"['C1', 'C14', 'C18']",svc,0.498696722936747
635,"['C1', 'C14', 'C19']",knn,0.3558075652578114
636,"['C1', 'C14', 'C19']",dt,0.4946848578286961
637,"['C1', 'C14', 'C19']",gnbayes,0.5503483142890827
638,"['C1', 'C14', 'C19']",comnbayes,0.6012630383584552
639,"['C1', 'C14', 'C19']",svc,0.5062513077456356
640,"['C1', 'C14', 'C20']",knn,0.40273942714287153
641,"['C1', 'C14', 'C20']",dt,0.46208393314091023
642,"['C1', 'C14', 'C20']",gnbayes,0.5618310919715447
643,"['C1', 'C14', 'C20']",comnbayes,0.5932496980857636
644,"['C1', 'C14', 'C20']",svc,0.5074096048651151
645,"['C1', 'C14', 'C21']",knn,0.3582716013310814
646,"['C1', 'C14', 'C21']",dt,0.47755460354972207
647,"['C1', 'C14', 'C21']",gnbayes,0.5540792232135734
648,"['C1', 'C14', 'C21']",comnbayes,0.5706265730490145
649,"['C1', 'C14', 'C21']",svc,0.4899184135453309
650,"['C1', 'C14', 'C22']",knn,0.3714981020114315
651,"['C1', 'C14', 'C22']",dt,0.4864899519593716
652,"['C1', 'C14', 'C22']",gnbayes,0.5585446274145693
653,"['C1', 'C14', 'C22']",comnbayes,0.5926117106063835
654,"['C1', 'C14', 'C22']",svc,0.519183304612554
655,"['C1', 'C14', 'C23']",knn,0.4136164424711614
656,"['C1', 'C14', 'C23']",dt,0.47613737097738884
657,"['C1', 'C14', 'C23']",gnbayes,0.5672913838111208
658,"['C1', 'C14', 'C23']",comnbayes,0.5920033502741064
659,"['C1', 'C14', 'C23']",svc,0.5194359228104898
660,"['C1', 'C14', 'C24']",knn,0.36574540533960986
661,"['C1', 'C14', 'C24']",dt,0.47638554043038217
662,"['C1', 'C14', 'C24']",gnbayes,0.5634595586700508
663,"['C1', 'C14', 'C24']",comnbayes,0.5855948764747235
664,"['C1', 'C14', 'C24']",svc,0.5094836959219549
665,"['C1', 'C14', 'C27']",knn,0.4150953622986842
666,"['C1', 'C14', 'C27']",dt,0.46460299148485457
667,"['C1', 'C14', 'C27']",gnbayes,0.5563442447176035
668,"['C1', 'C14', 'C27']",comnbayes,0.5979798860285375
669,"['C1', 'C14', 'C27']",svc,0.5567190876834806
670,"['C1', 'C14', 'C28']",knn,0.37655446009179183
671,"['C1', 'C14', 'C28']",dt,0.48885401815322493
672,"['C1', 'C14', 'C28']",gnbayes,0.5579563622612334
673,"['C1', 'C14', 'C28']",comnbayes,0.5764777968898845
674,"['C1', 'C14', 'C28']",svc,0.5183836124770105
675,"['C1', 'C14', 'C29']",knn,0.3936013696131085
676,"['C1', 'C14', 'C29']",dt,0.4864899519593716
677,"['C1', 'C14', 'C29']",gnbayes,0.5582058288556005
678,"['C1', 'C14', 'C29']",comnbayes,0.5934413657795883
679,"['C1', 'C14', 'C29']",svc,0.5032714979277858
680,"['C1', 'C16', 'C18']",knn,0.4220142737993804
681,"['C1', 'C16', 'C18']",dt,0.47536095515481314
682,"['C1', 'C16', 'C18']",gnbayes,0.5530621417248113
683,"['C1', 'C16', 'C18']",comnbayes,0.5778054502917426
684,"['C1', 'C16', 'C18']",svc,0.5077767093445396
685,"['C1', 'C16', 'C19']",knn,0.3642632704613964
686,"['C1', 'C16', 'C19']",dt,0.48228736208122014
687,"['C1', 'C16', 'C19']",gnbayes,0.5549512858171635
688,"['C1', 'C16', 'C19']",comnbayes,0.5907724339682437
689,"['C1', 'C16', 'C19']",svc,0.513685130696055
690,"['C1', 'C16', 'C20']",knn,0.39040023837366034
691,"['C1', 'C16', 'C20']",dt,0.4575353440284494
692,"['C1', 'C16', 'C20']",gnbayes,0.5531704433032706
693,"['C1', 'C16', 'C20']",comnbayes,0.5867958909913554
694,"['C1', 'C16', 'C20']",svc,0.518229994442619
695,"['C1', 'C16', 'C21']",knn,0.3970549405532389
696,"['C1', 'C16', 'C21']",dt,0.47693936300436646
697,"['C1', 'C16', 'C21']",gnbayes,0.5490789785941065
698,"['C1', 'C16', 'C21']",comnbayes,0.5713674105994273
699,"['C1', 'C16', 'C21']",svc,0.4879642350860284
700,"['C1', 'C16', 'C22']",knn,0.40277646671263695
701,"['C1', 'C16', 'C22']",dt,0.47536095515481314
702,"['C1', 'C16', 'C22']",gnbayes,0.5547744917556239
703,"['C1', 'C16', 'C22']",comnbayes,0.5744529014275376
704,"['C1', 'C16', 'C22']",svc,0.5063996797652776
705,"['C1', 'C16', 'C23']",knn,0.4173408193608211
706,"['C1', 'C16', 'C23']",dt,0.46787674854017175
707,"['C1', 'C16', 'C23']",gnbayes,0.5722572817795984
708,"['C1', 'C16', 'C23']",comnbayes,0.5880348757330445
709,"['C1', 'C16', 'C23']",svc,0.528864249881851
710,"['C1', 'C16', 'C24']",knn,0.44002746777526225
711,"['C1', 'C16', 'C24']",dt,0.471109529761961
712,"['C1', 'C16', 'C24']",gnbayes,0.5653575624682237
713,"['C1', 'C16', 'C24']",comnbayes,0.5875839761890592
714,"['C1', 'C16', 'C24']",svc,0.515636087407376
715,"['C1', 'C16', 'C27']",knn,0.4498355156334033
716,"['C1', 'C16', 'C27']",dt,0.4649040435321134
717,"['C1', 'C16', 'C27']",gnbayes,0.5532156780324572
718,"['C1', 'C16', 'C27']",comnbayes,0.5943257785672855
719,"['C1', 'C16', 'C27']",svc,0.5298599570738667
720,"['C1', 'C16', 'C28']",knn,0.40669145613632873
721,"['C1', 'C16', 'C28']",dt,0.4744255810051533
722,"['C1', 'C16', 'C28']",gnbayes,0.5574278427665524
723,"['C1', 'C16', 'C28']",comnbayes,0.5813365074283264
724,"['C1', 'C16', 'C28']",svc,0.5053678192005022
725,"['C1', 'C16', 'C29']",knn,0.43118008194109103
726,"['C1', 'C16', 'C29']",dt,0.47536095515481314
727,"['C1', 'C16', 'C29']",gnbayes,0.5556377864263888
728,"['C1', 'C16', 'C29']",comnbayes,0.5826670017688415
729,"['C1', 'C16', 'C29']",svc,0.5201624512053582
730,"['C1', 'C18', 'C19']",knn,0.3551917092659096
731,"['C1', 'C18', 'C19']",dt,0.4907084147127991
732,"['C1', 'C18', 'C19']",gnbayes,0.5414012534555666
733,"['C1', 'C18', 'C19']",comnbayes,0.5929871024144104
734,"['C1', 'C18', 'C19']",svc,0.5030395075026057
735,"['C1', 'C18', 'C20']",knn,0.4423456146416763
736,"['C1', 'C18', 'C20']",dt,0.47050393572044535
737,"['C1', 'C18', 'C20']",gnbayes,0.5477969551636718
738,"['C1', 'C18', 'C20']",comnbayes,0.5896719223523128
739,"['C1', 'C18', 'C20']",svc,0.5117261438819004
740,"['C1', 'C18', 'C21']",knn,0.3681663338845804
741,"['C1', 'C18', 'C21']",dt,0.45437623701671076
742,"['C1', 'C18', 'C21']",gnbayes,0.542010486381393
743,"['C1', 'C18', 'C21']",comnbayes,0.5682276348565312
744,"['C1', 'C18', 'C21']",svc,0.49352627839707497
745,"['C1', 'C18', 'C22']",knn,0.36814884307778983
746,"['C1', 'C18', 'C22']",dt,0.48378200778639213
747,"['C1', 'C18', 'C22']",gnbayes,0.5482877751912005
748,"['C1', 'C18', 'C22']",comnbayes,0.5851728043316824
749,"['C1', 'C18', 'C22']",svc,0.5054868485177499
750,"['C1', 'C18', 'C23']",knn,0.3985155506953809
751,"['C1', 'C18', 'C23']",dt,0.47629780117175075
752,"['C1', 'C18', 'C23']",gnbayes,0.5631674342879455
753,"['C1', 'C18', 'C23']",comnbayes,0.5911086783093065
754,"['C1', 'C18', 'C23']",svc,0.5291162121149605
755,"['C1', 'C18', 'C24']",knn,0.40071026558856093
756,"['C1', 'C18', 'C24']",dt,0.4805101742302747
757,"['C1', 'C18', 'C24']",gnbayes,0.5521429124000774
758,"['C1', 'C18', 'C24']",comnbayes,0.5857719132046484
759,"['C1', 'C18', 'C24']",svc,0.5025880933575302
760,"['C1', 'C18', 'C27']",knn,0.3996439824978215
761,"['C1', 'C18', 'C27']",dt,0.46408771700150114
762,"['C1', 'C18', 'C27']",gnbayes,0.5407062033174465
763,"['C1', 'C18', 'C27']",comnbayes,0.5825176856061024
764,"['C1', 'C18', 'C27']",svc,0.5360373893446209
765,"['C1', 'C18', 'C28']",knn,0.38474337104953277
766,"['C1', 'C18', 'C28']",dt,0.4828466336367323
767,"['C1', 'C18', 'C28']",gnbayes,0.554704871847729
768,"['C1', 'C18', 'C28']",comnbayes,0.5771730652037125
769,"['C1', 'C18', 'C28']",svc,0.5140072739353272
770,"['C1', 'C18', 'C29']",knn,0.42584304768193393
771,"['C1', 'C18', 'C29']",dt,0.48378200778639213
772,"['C1', 'C18', 'C29']",gnbayes,0.5480702253826102
773,"['C1', 'C18', 'C29']",comnbayes,0.5875058360172056
774,"['C1', 'C18', 'C29']",svc,0.5119213854506037
775,"['C1', 'C19', 'C20']",knn,0.3912002646872187
776,"['C1', 'C19', 'C20']",dt,0.4736876616360591
777,"['C1', 'C19', 'C20']",gnbayes,0.5510407160023101
778,"['C1', 'C19', 'C20']",comnbayes,0.5984638336303775
779,"['C1', 'C19', 'C20']",svc,0.524636013982995
780,"['C1', 'C19', 'C21']",knn,0.34525105197029904
781,"['C1', 'C19', 'C21']",dt,0.4790134187855939
782,"['C1', 'C19', 'C21']",gnbayes,0.5382464159403815
783,"['C1', 'C19', 'C21']",comnbayes,0.5757617558303243
784,"['C1', 'C19', 'C21']",svc,0.4827223888225671
785,"['C1', 'C19', 'C22']",knn,0.3458607873020972
786,"['C1', 'C19', 'C22']",dt,0.4918785699952005
787,"['C1', 'C19', 'C22']",gnbayes,0.5445335308363832
788,"['C1', 'C19', 'C22']",comnbayes,0.5884340654701201
789,"['C1', 'C19', 'C22']",svc,0.5087882482382191
790,"['C1', 'C19', 'C23']",knn,0.3709814566238715
791,"['C1', 'C19', 'C23']",dt,0.4832242080981577
792,"['C1', 'C19', 'C23']",gnbayes,0.5668152825541407
793,"['C1', 'C19', 'C23']",comnbayes,0.5973596403159158
794,"['C1', 'C19', 'C23']",svc,0.5394249924977688
795,"['C1', 'C19', 'C24']",knn,0.3655628418926291
796,"['C1', 'C19', 'C24']",dt,0.47852535591270373
797,"['C1', 'C19', 'C24']",gnbayes,0.5627097983343917
798,"['C1', 'C19', 'C24']",comnbayes,0.5907924870156501
799,"['C1', 'C19', 'C24']",svc,0.49850114416475977
800,"['C1', 'C19', 'C27']",knn,0.4164688444601984
801,"['C1', 'C19', 'C27']",dt,0.46408771700150114
802,"['C1', 'C19', 'C27']",gnbayes,0.5553168939402575
803,"['C1', 'C19', 'C27']",comnbayes,0.5916098317273991
804,"['C1', 'C19', 'C27']",svc,0.5156235205325983
805,"['C1', 'C19', 'C28']",knn,0.35674227533329805
806,"['C1', 'C19', 'C28']",dt,0.4897730405631392
807,"['C1', 'C19', 'C28']",gnbayes,0.5556425787791607
808,"['C1', 'C19', 'C28']",comnbayes,0.5876925363471301
809,"['C1', 'C19', 'C28']",svc,0.5189656563813283
810,"['C1', 'C19', 'C29']",knn,0.3864957583465474
811,"['C1', 'C19', 'C29']",dt,0.4907084147127991
812,"['C1', 'C19', 'C29']",gnbayes,0.5524895651759095
813,"['C1', 'C19', 'C29']",comnbayes,0.5944803252040797
814,"['C1', 'C19', 'C29']",svc,0.5124025889299556
815,"['C1', 'C20', 'C21']",knn,0.4033386826750672
816,"['C1', 'C20', 'C21']",dt,0.47411791355432015
817,"['C1', 'C20', 'C21']",gnbayes,0.551788526967933
818,"['C1', 'C20', 'C21']",comnbayes,0.5699218400036725
819,"['C1', 'C20', 'C21']",svc,0.5047785161545302
820,"['C1', 'C20', 'C22']",knn,0.3967222580580493
821,"['C1', 'C20', 'C22']",dt,0.46415472937123897
822,"['C1', 'C20', 'C22']",gnbayes,0.5568351668415089
823,"['C1', 'C20', 'C22']",comnbayes,0.5888677491880672
824,"['C1', 'C20', 'C22']",svc,0.5135279737114924
825,"['C1', 'C20', 'C23']",knn,0.39314023770676215
826,"['C1', 'C20', 'C23']",dt,0.4710190350007979
827,"['C1', 'C20', 'C23']",gnbayes,0.5668018388517319
828,"['C1', 'C20', 'C23']",comnbayes,0.5853930155456436
829,"['C1', 'C20', 'C23']",svc,0.5316550662951435
830,"['C1', 'C20', 'C24']",knn,0.4133774827319921
831,"['C1', 'C20', 'C24']",dt,0.4832441013519153
832,"['C1', 'C20', 'C24']",gnbayes,0.567608010899439
833,"['C1', 'C20', 'C24']",comnbayes,0.5858940116665075
834,"['C1', 'C20', 'C24']",svc,0.5150465476968622
835,"['C1', 'C20', 'C27']",knn,0.44159209159281376
836,"['C1', 'C20', 'C27']",dt,0.4647622073902049
837,"['C1', 'C20', 'C27']",gnbayes,0.5474512620052379
838,"['C1', 'C20', 'C27']",comnbayes,0.5849639014303992
839,"['C1', 'C20', 'C27']",svc,0.5329004329004328
840,"['C1', 'C20', 'C28']",knn,0.3990039284154633
841,"['C1', 'C20', 'C28']",dt,0.4658285441041656
842,"['C1', 'C20', 'C28']",gnbayes,0.5615317296067943
843,"['C1', 'C20', 'C28']",comnbayes,0.5813946420331719
844,"['C1', 'C20', 'C28']",svc,0.4995897470318148
845,"['C1', 'C20', 'C29']",knn,0.41847860189003744
846,"['C1', 'C20', 'C29']",dt,0.46415472937123897
847,"['C1', 'C20', 'C29']",gnbayes,0.5582088922581667
848,"['C1', 'C20', 'C29']",comnbayes,0.5919419524035566
849,"['C1', 'C20', 'C29']",svc,0.5246256080338864
850,"['C1', 'C21', 'C22']",knn,0.3555564758808333
851,"['C1', 'C21', 'C22']",dt,0.46965392566167646
852,"['C1', 'C21', 'C22']",gnbayes,0.5419629379356784
853,"['C1', 'C21', 'C22']",comnbayes,0.5636364317489841
854,"['C1', 'C21', 'C22']",svc,0.47177039136832466
855,"['C1', 'C21', 'C23']",knn,0.3681661321905224
856,"['C1', 'C21', 'C23']",dt,0.47783606157035097
857,"['C1', 'C21', 'C23']",gnbayes,0.5559385537233676
858,"['C1', 'C21', 'C23']",comnbayes,0.5708221282868917
859,"['C1', 'C21', 'C23']",svc,0.5132007149404985
860,"['C1', 'C21', 'C24']",knn,0.3698405063903487
861,"['C1', 'C21', 'C24']",dt,0.46280013778795775
862,"['C1', 'C21', 'C24']",gnbayes,0.5409171598463948
863,"['C1', 'C21', 'C24']",comnbayes,0.5701308257180819
864,"['C1', 'C21', 'C24']",svc,0.4966062922584662
865,"['C1', 'C21', 'C27']",knn,0.39780932541802105
866,"['C1', 'C21', 'C27']",dt,0.46618976459196615
867,"['C1', 'C21', 'C27']",gnbayes,0.550103344060236
868,"['C1', 'C21', 'C27']",comnbayes,0.5697604337869384
869,"['C1', 'C21', 'C27']",svc,0.5131708195186456
870,"['C1', 'C21', 'C28']",knn,0.3673089171770128
871,"['C1', 'C21', 'C28']",dt,0.45991627729710566
872,"['C1', 'C21', 'C28']",gnbayes,0.5477707581074833
873,"['C1', 'C21', 'C28']",comnbayes,0.5732137505296716
874,"['C1', 'C21', 'C28']",svc,0.4911048461363512
875,"['C1', 'C21', 'C29']",knn,0.3601932447306351
876,"['C1', 'C21', 'C29']",dt,0.47043455535657863
877,"['C1', 'C21', 'C29']",gnbayes,0.5472505145892641
878,"['C1', 'C21', 'C29']",comnbayes,0.566415716536566
879,"['C1', 'C21', 'C29']",svc,0.4934049018452674
880,"['C1', 'C22', 'C23']",knn,0.36923370502943653
881,"['C1', 'C22', 'C23']",dt,0.4824006368865996
882,"['C1', 'C22', 'C23']",gnbayes,0.5738684668890184
883,"['C1', 'C22', 'C23']",comnbayes,0.5840132994937437
884,"['C1', 'C22', 'C23']",svc,0.5357267578243526
885,"['C1', 'C22', 'C24']",knn,0.38463985011747803
886,"['C1', 'C22', 'C24']",dt,0.4773639157268733
887,"['C1', 'C22', 'C24']",gnbayes,0.5616884568177671
888,"['C1', 'C22', 'C24']",comnbayes,0.584226936604077
889,"['C1', 'C22', 'C24']",svc,0.5106175382541961
890,"['C1', 'C22', 'C27']",knn,0.4033184587484972
891,"['C1', 'C22', 'C27']",dt,0.4653959482319932
892,"['C1', 'C22', 'C27']",gnbayes,0.5538508761676554
893,"['C1', 'C22', 'C27']",comnbayes,0.5819881413774045
894,"['C1', 'C22', 'C27']",svc,0.521786907028234
895,"['C1', 'C22', 'C28']",knn,0.3771509385410909
896,"['C1', 'C22', 'C28']",dt,0.4828466336367323
897,"['C1', 'C22', 'C28']",gnbayes,0.5578075882019806
898,"['C1', 'C22', 'C28']",comnbayes,0.5773023529342937
899,"['C1', 'C22', 'C28']",svc,0.5116634879944175
